Jahr,Rubrik,Energietraeger,TJ
2019,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Rohöl,keine Daten verfügbar
2019,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Uebrige erneuerbare Energien,keine Daten verfügbar
2019,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Wasserkraft,keine Daten verfügbar
2019,Endverbrauch - Dienstleistungen,Elektrizität,59860
2019,Endverbrauch - Dienstleistungen,Erdölprodukte,30210
2019,Endverbrauch - Dienstleistungen,Fernwärme,5580
2019,Endverbrauch - Dienstleistungen,Gas,25860
2019,Endverbrauch - Dienstleistungen,Holzenergie,10230
2019,Endverbrauch - Dienstleistungen,Kernbrennstoffe,keine Daten verfügbar
2019,Endverbrauch - Dienstleistungen,Kohle,0
2019,Endverbrauch - Dienstleistungen,Müll und Industrieabfälle,220
2019,Endverbrauch - Dienstleistungen,Rohöl,keine Daten verfügbar
2019,Endverbrauch - Dienstleistungen,Uebrige erneuerbare Energien,3590
2019,Endverbrauch - Dienstleistungen,Wasserkraft,keine Daten verfügbar
2019,Endverbrauch - Haushalte,Elektrizität,68520
2019,Endverbrauch - Haushalte,Erdölprodukte,66740
2019,Endverbrauch - Haushalte,Fernwärme,8570
2019,Endverbrauch - Haushalte,Gas,47840
2019,Endverbrauch - Haushalte,Holzenergie,18330
2019,Endverbrauch - Haushalte,Kernbrennstoffe,keine Daten verfügbar
2019,Endverbrauch - Haushalte,Kohle,100
2019,Endverbrauch - Haushalte,Müll und Industrieabfälle,0
2019,Endverbrauch - Haushalte,Rohöl,keine Daten verfügbar
2019,Endverbrauch - Haushalte,Uebrige erneuerbare Energien,16650
2019,Endverbrauch - Haushalte,Wasserkraft,keine Daten verfügbar
2019,Endverbrauch - Industrie,Elektrizität,61950
2019,Endverbrauch - Industrie,Erdölprodukte,12770
2019,Endverbrauch - Industrie,Fernwärme,7380
2019,Endverbrauch - Industrie,Gas,39560
2019,Endverbrauch - Industrie,Holzenergie,11550
2019,Endverbrauch - Industrie,Kernbrennstoffe,keine Daten verfügbar
2019,Endverbrauch - Industrie,Kohle,3710
2019,Endverbrauch - Industrie,Müll und Industrieabfälle,11600
2019,Endverbrauch - Industrie,Rohöl,keine Daten verfügbar
2019,Endverbrauch - Industrie,Uebrige erneuerbare Energien,1810
2019,Endverbrauch - Industrie,Wasserkraft,keine Daten verfügbar
2019,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Elektrizität,3400
2019,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Erdölprodukte,2590
2019,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Fernwärme,0
2019,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Gas,1000
2019,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Holzenergie,1030
2019,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Kernbrennstoffe,keine Daten verfügbar
2019,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Kohle,0
2019,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Müll und Industrieabfälle,0
2019,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Rohöl,keine Daten verfügbar
2019,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Uebrige erneuerbare Energien,500
2019,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Wasserkraft,keine Daten verfügbar
2019,Endverbrauch - Total,Elektrizität,205910
2019,Endverbrauch - Total,Erdölprodukte,406670
2019,Endverbrauch - Total,Fernwärme,21530
2019,Endverbrauch - Total,Gas,115440
2019,Endverbrauch - Total,Holzenergie,41140
2019,Endverbrauch - Total,Kernbrennstoffe,0
2019,Endverbrauch - Total,Kohle,3810
2019,Endverbrauch - Total,Müll und Industrieabfälle,11820
2019,Endverbrauch - Total,Rohöl,0
2019,Endverbrauch - Total,Uebrige erneuerbare Energien,30350
2019,Endverbrauch - Total,Wasserkraft,0
2019,Endverbrauch - Verkehr,Elektrizität,12180
2019,Endverbrauch - Verkehr,Erdölprodukte,294360
2019,Endverbrauch - Verkehr,Fernwärme,keine Daten verfügbar
2019,Endverbrauch - Verkehr,Gas,1180
2019,Endverbrauch - Verkehr,Holzenergie,keine Daten verfügbar
2019,Endverbrauch - Verkehr,Kernbrennstoffe,keine Daten verfügbar
2019,Endverbrauch - Verkehr,Kohle,keine Daten verfügbar
2019,Endverbrauch - Verkehr,Müll und Industrieabfälle,keine Daten verfügbar
2019,Endverbrauch - Verkehr,Rohöl,keine Daten verfügbar
2019,Endverbrauch - Verkehr,Uebrige erneuerbare Energien,7800
2019,Endverbrauch - Verkehr,Wasserkraft,keine Daten verfügbar
2019,Energieumwandlung - Diverse Erneuerbare,Elektrizität,10830
2019,Energieumwandlung - Diverse Erneuerbare,Erdölprodukte,keine Daten verfügbar
2019,Energieumwandlung - Diverse Erneuerbare,Fernwärme,0
2019,Energieumwandlung - Diverse Erneuerbare,Gas,1300
2019,Energieumwandlung - Diverse Erneuerbare,Holzenergie,-1660
2019,Energieumwandlung - Diverse Erneuerbare,Kernbrennstoffe,keine Daten verfügbar
2019,Energieumwandlung - Diverse Erneuerbare,Kohle,keine Daten verfügbar
2019,Energieumwandlung - Diverse Erneuerbare,Müll und Industrieabfälle,keine Daten verfügbar
2019,Energieumwandlung - Diverse Erneuerbare,Rohöl,keine Daten verfügbar
2019,Energieumwandlung - Diverse Erneuerbare,Uebrige erneuerbare Energien,-12040
2019,Energieumwandlung - Diverse Erneuerbare,Wasserkraft,keine Daten verfügbar
2019,Energieumwandlung - Gaswerke,Elektrizität,keine Daten verfügbar
2019,Energieumwandlung - Gaswerke,Erdölprodukte,keine Daten verfügbar
2019,Energieumwandlung - Gaswerke,Fernwärme,keine Daten verfügbar
2019,Energieumwandlung - Gaswerke,Gas,0
2019,Energieumwandlung - Gaswerke,Holzenergie,keine Daten verfügbar
2019,Energieumwandlung - Gaswerke,Kernbrennstoffe,keine Daten verfügbar
2019,Energieumwandlung - Gaswerke,Kohle,keine Daten verfügbar
2019,Energieumwandlung - Gaswerke,Müll und Industrieabfälle,keine Daten verfügbar
2019,Energieumwandlung - Gaswerke,Rohöl,keine Daten verfügbar
2019,Energieumwandlung - Gaswerke,Uebrige erneuerbare Energien,keine Daten verfügbar
2019,Energieumwandlung - Gaswerke,Wasserkraft,keine Daten verfügbar
2019,Energieumwandlung - Kernkraftwerke,Elektrizität,91010
2019,Energieumwandlung - Kernkraftwerke,Erdölprodukte,keine Daten verfügbar
2019,Energieumwandlung - Kernkraftwerke,Fernwärme,1420
2019,Energieumwandlung - Kernkraftwerke,Gas,keine Daten verfügbar
2019,Energieumwandlung - Kernkraftwerke,Holzenergie,keine Daten verfügbar
2019,Energieumwandlung - Kernkraftwerke,Kernbrennstoffe,-275780
2019,Energieumwandlung - Kernkraftwerke,Kohle,keine Daten verfügbar
2019,Energieumwandlung - Kernkraftwerke,Müll und Industrieabfälle,keine Daten verfügbar
2019,Energieumwandlung - Kernkraftwerke,Rohöl,keine Daten verfügbar
2019,Energieumwandlung - Kernkraftwerke,Uebrige erneuerbare Energien,keine Daten verfügbar
2019,Energieumwandlung - Kernkraftwerke,Wasserkraft,keine Daten verfügbar
2019,Energieumwandlung - Raffinerien,Elektrizität,keine Daten verfügbar
2019,Energieumwandlung - Raffinerien,Erdölprodukte,119440
2019,Energieumwandlung - Raffinerien,Fernwärme,keine Daten verfügbar
2019,Energieumwandlung - Raffinerien,Gas,keine Daten verfügbar
2019,Energieumwandlung - Raffinerien,Holzenergie,keine Daten verfügbar
2019,Energieumwandlung - Raffinerien,Kernbrennstoffe,keine Daten verfügbar
2019,Energieumwandlung - Raffinerien,Kohle,keine Daten verfügbar
2019,Energieumwandlung - Raffinerien,Müll und Industrieabfälle,keine Daten verfügbar
2019,Energieumwandlung - Raffinerien,Rohöl,-119440
2019,Energieumwandlung - Raffinerien,Uebrige erneuerbare Energien,keine Daten verfügbar
2019,Energieumwandlung - Raffinerien,Wasserkraft,keine Daten verfügbar
2019,Energieumwandlung - Wasserkraftwerke,Elektrizität,146000
2019,Energieumwandlung - Wasserkraftwerke,Erdölprodukte,keine Daten verfügbar
2019,Energieumwandlung - Wasserkraftwerke,Fernwärme,keine Daten verfügbar
2019,Energieumwandlung - Wasserkraftwerke,Gas,keine Daten verfügbar
2019,Energieumwandlung - Wasserkraftwerke,Holzenergie,keine Daten verfügbar
2019,Energieumwandlung - Wasserkraftwerke,Kernbrennstoffe,keine Daten verfügbar
2019,Energieumwandlung - Wasserkraftwerke,Kohle,keine Daten verfügbar
2019,Energieumwandlung - Wasserkraftwerke,Müll und Industrieabfälle,keine Daten verfügbar
2019,Energieumwandlung - Wasserkraftwerke,Rohöl,keine Daten verfügbar
2019,Energieumwandlung - Wasserkraftwerke,Uebrige erneuerbare Energien,keine Daten verfügbar
2019,Energieumwandlung - Wasserkraftwerke,Wasserkraft,-146000
2019,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Elektrizität,10980
2019,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Erdölprodukte,-450
2019,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Fernwärme,22130
2019,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Gas,-8320
2019,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Holzenergie,-3310
2019,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Kernbrennstoffe,keine Daten verfügbar
2019,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Kohle,0
2019,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Müll und Industrieabfälle,-49290
2019,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Rohöl,keine Daten verfügbar
2019,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Uebrige erneuerbare Energien,keine Daten verfügbar
2019,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Wasserkraft,keine Daten verfügbar
2019,Export,Elektrizität,-128750
2019,Export,Erdölprodukte,-20010
2019,Export,Fernwärme,keine Daten verfügbar
2019,Export,Gas,keine Daten verfügbar
2019,Export,Holzenergie,-110
2019,Export,Kernbrennstoffe,keine Daten verfügbar
2019,Export,Kohle,-10
2019,Export,Müll und Industrieabfälle,keine Daten verfügbar
2019,Export,Rohöl,keine Daten verfügbar
2019,Export,Uebrige erneuerbare Energien,0
2019,Export,Wasserkraft,keine Daten verfügbar
2019,Import,Elektrizität,106220
2019,Import,Erdölprodukte,347730
2019,Import,Fernwärme,keine Daten verfügbar
2019,Import,Gas,122610
2019,Import,Holzenergie,1790
2019,Import,Kernbrennstoffe,275780
2019,Import,Kohle,3360
2019,Import,Müll und Industrieabfälle,keine Daten verfügbar
2019,Import,Rohöl,119790
2019,Import,Uebrige erneuerbare Energien,7370
2019,Import,Wasserkraft,keine Daten verfügbar
2019,Inlandproduktion,Elektrizität,keine Daten verfügbar
2019,Inlandproduktion,Erdölprodukte,keine Daten verfügbar
2019,Inlandproduktion,Fernwärme,keine Daten verfügbar
2019,Inlandproduktion,Gas,keine Daten verfügbar
2019,Inlandproduktion,Holzenergie,44430
2019,Inlandproduktion,Kernbrennstoffe,keine Daten verfügbar
2019,Inlandproduktion,Kohle,0
2019,Inlandproduktion,Müll und Industrieabfälle,61110
2019,Inlandproduktion,Rohöl,0
2019,Inlandproduktion,Uebrige erneuerbare Energien,35020
2019,Inlandproduktion,Wasserkraft,146000
2019,Lagerveränderung,Elektrizität,keine Daten verfügbar
2019,Lagerveränderung,Erdölprodukte,-14920
2019,Lagerveränderung,Fernwärme,keine Daten verfügbar
2019,Lagerveränderung,Gas,keine Daten verfügbar
2019,Lagerveränderung,Holzenergie,keine Daten verfügbar
2019,Lagerveränderung,Kernbrennstoffe,keine Daten verfügbar
2019,Lagerveränderung,Kohle,460
2019,Lagerveränderung,Müll und Industrieabfälle,keine Daten verfügbar
2019,Lagerveränderung,Rohöl,-350
2019,Lagerveränderung,Uebrige erneuerbare Energien,keine Daten verfügbar
2019,Lagerveränderung,Wasserkraft,keine Daten verfügbar
2019,Nichtenergetischer Verbrauch,Elektrizität,keine Daten verfügbar
2019,Nichtenergetischer Verbrauch,Erdölprodukte,-19290
2019,Nichtenergetischer Verbrauch,Fernwärme,keine Daten verfügbar
2019,Nichtenergetischer Verbrauch,Gas,keine Daten verfügbar
2019,Nichtenergetischer Verbrauch,Holzenergie,keine Daten verfügbar
2019,Nichtenergetischer Verbrauch,Kernbrennstoffe,keine Daten verfügbar
2019,Nichtenergetischer Verbrauch,Kohle,keine Daten verfügbar
2019,Nichtenergetischer Verbrauch,Müll und Industrieabfälle,keine Daten verfügbar
2019,Nichtenergetischer Verbrauch,Rohöl,keine Daten verfügbar
2019,Nichtenergetischer Verbrauch,Uebrige erneuerbare Energien,keine Daten verfügbar
2019,Nichtenergetischer Verbrauch,Wasserkraft,keine Daten verfügbar
2020,Bruttoverbrauch,Elektrizität,-20010
2020,Bruttoverbrauch,Erdölprodukte,229440
2020,Bruttoverbrauch,Fernwärme,keine Daten verfügbar
2020,Bruttoverbrauch,Gas,119330
2020,Bruttoverbrauch,Holzenergie,45480
2020,Bruttoverbrauch,Kernbrennstoffe,250800
2020,Bruttoverbrauch,Kohle,3660
2020,Bruttoverbrauch,Müll und Industrieabfälle,61130
2020,Bruttoverbrauch,Rohöl,123230
2020,Bruttoverbrauch,Uebrige erneuerbare Energien,44200
2020,Bruttoverbrauch,Wasserkraft,146220
2020,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Elektrizität,-31140
2020,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Erdölprodukte,-5890
2020,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Fernwärme,-2210
2020,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Gas,-150
2020,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Holzenergie,keine Daten verfügbar
2020,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Kernbrennstoffe,keine Daten verfügbar
2020,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Kohle,keine Daten verfügbar
2020,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Müll und Industrieabfälle,keine Daten verfügbar
2020,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Rohöl,keine Daten verfügbar
2020,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Uebrige erneuerbare Energien,keine Daten verfügbar
2020,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Wasserkraft,keine Daten verfügbar
2020,Endverbrauch - Dienstleistungen,Elektrizität,56800
2020,Endverbrauch - Dienstleistungen,Erdölprodukte,27600
2020,Endverbrauch - Dienstleistungen,Fernwärme,5090
2020,Endverbrauch - Dienstleistungen,Gas,25150
2020,Endverbrauch - Dienstleistungen,Holzenergie,10040
2020,Endverbrauch - Dienstleistungen,Kernbrennstoffe,keine Daten verfügbar
2020,Endverbrauch - Dienstleistungen,Kohle,0
2020,Endverbrauch - Dienstleistungen,Müll und Industrieabfälle,280
2020,Endverbrauch - Dienstleistungen,Rohöl,keine Daten verfügbar
2020,Endverbrauch - Dienstleistungen,Uebrige erneuerbare Energien,3660
2020,Endverbrauch - Dienstleistungen,Wasserkraft,keine Daten verfügbar
2020,Endverbrauch - Haushalte,Elektrizität,69200
2020,Endverbrauch - Haushalte,Erdölprodukte,59470
2020,Endverbrauch - Haushalte,Fernwärme,8640
2020,Endverbrauch - Haushalte,Gas,47470
2020,Endverbrauch - Haushalte,Holzenergie,17350
2020,Endverbrauch - Haushalte,Kernbrennstoffe,keine Daten verfügbar
2020,Endverbrauch - Haushalte,Kohle,100
2020,Endverbrauch - Haushalte,Müll und Industrieabfälle,0
2020,Endverbrauch - Haushalte,Rohöl,keine Daten verfügbar
2020,Endverbrauch - Haushalte,Uebrige erneuerbare Energien,17200
2020,Endverbrauch - Haushalte,Wasserkraft,keine Daten verfügbar
2020,Endverbrauch - Industrie,Elektrizität,59840
2020,Endverbrauch - Industrie,Erdölprodukte,11680
2020,Endverbrauch - Industrie,Fernwärme,7320
2020,Endverbrauch - Industrie,Gas,38180
2020,Endverbrauch - Industrie,Holzenergie,11810
2020,Endverbrauch - Industrie,Kernbrennstoffe,keine Daten verfügbar
2020,Endverbrauch - Industrie,Kohle,3560
2020,Endverbrauch - Industrie,Müll und Industrieabfälle,11640
2020,Endverbrauch - Industrie,Rohöl,keine Daten verfügbar
2020,Endverbrauch - Industrie,Uebrige erneuerbare Energien,1850
2020,Endverbrauch - Industrie,Wasserkraft,keine Daten verfügbar
2020,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Elektrizität,3310
2020,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Erdölprodukte,2360
2020,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Fernwärme,0
2020,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Gas,1270
2020,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Holzenergie,990
2020,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Kernbrennstoffe,keine Daten verfügbar
2020,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Kohle,0
2020,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Müll und Industrieabfälle,0
2020,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Rohöl,keine Daten verfügbar
2020,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Uebrige erneuerbare Energien,450
2020,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Wasserkraft,keine Daten verfügbar
2020,Endverbrauch - Total,Elektrizität,200570
2020,Endverbrauch - Total,Erdölprodukte,327830
2020,Endverbrauch - Total,Fernwärme,21050
2020,Endverbrauch - Total,Gas,113130
2020,Endverbrauch - Total,Holzenergie,40190
2020,Endverbrauch - Total,Kernbrennstoffe,0
2020,Endverbrauch - Total,Kohle,3660
2020,Endverbrauch - Total,Müll und Industrieabfälle,11920
2020,Endverbrauch - Total,Rohöl,0
2020,Endverbrauch - Total,Uebrige erneuerbare Energien,30420
2020,Endverbrauch - Total,Wasserkraft,0
2020,Endverbrauch - Verkehr,Elektrizität,11420
2020,Endverbrauch - Verkehr,Erdölprodukte,226720
2020,Endverbrauch - Verkehr,Fernwärme,keine Daten verfügbar
2020,Endverbrauch - Verkehr,Gas,1060
2020,Endverbrauch - Verkehr,Holzenergie,keine Daten verfügbar
2020,Endverbrauch - Verkehr,Kernbrennstoffe,keine Daten verfügbar
2020,Endverbrauch - Verkehr,Kohle,keine Daten verfügbar
2020,Endverbrauch - Verkehr,Müll und Industrieabfälle,keine Daten verfügbar
2020,Endverbrauch - Verkehr,Rohöl,keine Daten verfügbar
2020,Endverbrauch - Verkehr,Uebrige erneuerbare Energien,7260
2020,Endverbrauch - Verkehr,Wasserkraft,keine Daten verfügbar
2020,Energieumwandlung - Diverse Erneuerbare,Elektrizität,12700
2020,Energieumwandlung - Diverse Erneuerbare,Erdölprodukte,keine Daten verfügbar
2020,Energieumwandlung - Diverse Erneuerbare,Fernwärme,0
2020,Energieumwandlung - Diverse Erneuerbare,Gas,1330
2020,Energieumwandlung - Diverse Erneuerbare,Holzenergie,-1990
2020,Energieumwandlung - Diverse Erneuerbare,Kernbrennstoffe,keine Daten verfügbar
2020,Energieumwandlung - Diverse Erneuerbare,Kohle,keine Daten verfügbar
2020,Energieumwandlung - Diverse Erneuerbare,Müll und Industrieabfälle,keine Daten verfügbar
2020,Energieumwandlung - Diverse Erneuerbare,Rohöl,keine Daten verfügbar
2020,Energieumwandlung - Diverse Erneuerbare,Uebrige erneuerbare Energien,-13780
2020,Energieumwandlung - Diverse Erneuerbare,Wasserkraft,keine Daten verfügbar
2020,Energieumwandlung - Gaswerke,Elektrizität,keine Daten verfügbar
2020,Energieumwandlung - Gaswerke,Erdölprodukte,keine Daten verfügbar
2020,Energieumwandlung - Gaswerke,Fernwärme,keine Daten verfügbar
2020,Energieumwandlung - Gaswerke,Gas,keine Daten verfügbar
2020,Energieumwandlung - Gaswerke,Holzenergie,keine Daten verfügbar
2020,Energieumwandlung - Gaswerke,Kernbrennstoffe,keine Daten verfügbar
2020,Energieumwandlung - Gaswerke,Kohle,keine Daten verfügbar
2020,Energieumwandlung - Gaswerke,Müll und Industrieabfälle,keine Daten verfügbar
2020,Energieumwandlung - Gaswerke,Rohöl,keine Daten verfügbar
2020,Energieumwandlung - Gaswerke,Uebrige erneuerbare Energien,keine Daten verfügbar
2020,Energieumwandlung - Gaswerke,Wasserkraft,keine Daten verfügbar
2020,Energieumwandlung - Kernkraftwerke,Elektrizität,82760
2020,Energieumwandlung - Kernkraftwerke,Erdölprodukte,keine Daten verfügbar
2020,Energieumwandlung - Kernkraftwerke,Fernwärme,1450
2020,Energieumwandlung - Kernkraftwerke,Gas,keine Daten verfügbar
2020,Energieumwandlung - Kernkraftwerke,Holzenergie,keine Daten verfügbar
2020,Energieumwandlung - Kernkraftwerke,Kernbrennstoffe,-250800
2020,Energieumwandlung - Kernkraftwerke,Kohle,keine Daten verfügbar
2020,Energieumwandlung - Kernkraftwerke,Müll und Industrieabfälle,keine Daten verfügbar
2020,Energieumwandlung - Kernkraftwerke,Rohöl,keine Daten verfügbar
2020,Energieumwandlung - Kernkraftwerke,Uebrige erneuerbare Energien,keine Daten verfügbar
2020,Energieumwandlung - Kernkraftwerke,Wasserkraft,keine Daten verfügbar
2020,Energieumwandlung - Raffinerien,Elektrizität,keine Daten verfügbar
2020,Energieumwandlung - Raffinerien,Erdölprodukte,123230
2020,Energieumwandlung - Raffinerien,Fernwärme,keine Daten verfügbar
2020,Energieumwandlung - Raffinerien,Gas,keine Daten verfügbar
2020,Energieumwandlung - Raffinerien,Holzenergie,keine Daten verfügbar
2020,Energieumwandlung - Raffinerien,Kernbrennstoffe,keine Daten verfügbar
2020,Energieumwandlung - Raffinerien,Kohle,keine Daten verfügbar
2020,Energieumwandlung - Raffinerien,Müll und Industrieabfälle,keine Daten verfügbar
2020,Energieumwandlung - Raffinerien,Rohöl,-123230
2020,Energieumwandlung - Raffinerien,Uebrige erneuerbare Energien,keine Daten verfügbar
2020,Energieumwandlung - Raffinerien,Wasserkraft,keine Daten verfügbar
2020,Energieumwandlung - Wasserkraftwerke,Elektrizität,146220
2020,Energieumwandlung - Wasserkraftwerke,Erdölprodukte,keine Daten verfügbar
2020,Energieumwandlung - Wasserkraftwerke,Fernwärme,keine Daten verfügbar
2020,Energieumwandlung - Wasserkraftwerke,Gas,keine Daten verfügbar
2020,Energieumwandlung - Wasserkraftwerke,Holzenergie,keine Daten verfügbar
2020,Energieumwandlung - Wasserkraftwerke,Kernbrennstoffe,keine Daten verfügbar
2020,Energieumwandlung - Wasserkraftwerke,Kohle,keine Daten verfügbar
2020,Energieumwandlung - Wasserkraftwerke,Müll und Industrieabfälle,keine Daten verfügbar
2020,Energieumwandlung - Wasserkraftwerke,Rohöl,keine Daten verfügbar
2020,Energieumwandlung - Wasserkraftwerke,Uebrige erneuerbare Energien,keine Daten verfügbar
2020,Energieumwandlung - Wasserkraftwerke,Wasserkraft,-146220
2020,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Elektrizität,10040
2020,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Erdölprodukte,-340
2020,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Fernwärme,21810
2020,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Gas,-7380
2020,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Holzenergie,-3300
2020,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Kernbrennstoffe,keine Daten verfügbar
2020,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Kohle,0
2020,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Müll und Industrieabfälle,-49210
2020,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Rohöl,keine Daten verfügbar
2020,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Uebrige erneuerbare Energien,keine Daten verfügbar
2020,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Wasserkraft,keine Daten verfügbar
2020,Export,Elektrizität,-117170
2020,Export,Erdölprodukte,-18890
2020,Export,Fernwärme,keine Daten verfügbar
2020,Export,Gas,keine Daten verfügbar
2020,Export,Holzenergie,-90
2020,Export,Kernbrennstoffe,keine Daten verfügbar
2020,Export,Kohle,0
2020,Export,Müll und Industrieabfälle,keine Daten verfügbar
2020,Export,Rohöl,keine Daten verfügbar
2020,Export,Uebrige erneuerbare Energien,0
2020,Export,Wasserkraft,keine Daten verfügbar
2020,Import,Elektrizität,97160
2020,Import,Erdölprodukte,269880
2020,Import,Fernwärme,keine Daten verfügbar
2020,Import,Gas,119330
2020,Import,Holzenergie,1930
2020,Import,Kernbrennstoffe,250800
2020,Import,Kohle,3340
2020,Import,Müll und Industrieabfälle,keine Daten verfügbar
2020,Import,Rohöl,122930
2020,Import,Uebrige erneuerbare Energien,6810
2020,Import,Wasserkraft,keine Daten verfügbar
2020,Inlandproduktion,Elektrizität,keine Daten verfügbar
2020,Inlandproduktion,Erdölprodukte,keine Daten verfügbar
2020,Inlandproduktion,Fernwärme,keine Daten verfügbar
2020,Inlandproduktion,Gas,keine Daten verfügbar
2020,Inlandproduktion,Holzenergie,43640
2020,Inlandproduktion,Kernbrennstoffe,keine Daten verfügbar
2020,Inlandproduktion,Kohle,0
2020,Inlandproduktion,Müll und Industrieabfälle,61130
2020,Inlandproduktion,Rohöl,0
2020,Inlandproduktion,Uebrige erneuerbare Energien,37390
2020,Inlandproduktion,Wasserkraft,146220
2020,Lagerveränderung,Elektrizität,keine Daten verfügbar
2020,Lagerveränderung,Erdölprodukte,-21550
2020,Lagerveränderung,Fernwärme,keine Daten verfügbar
2020,Lagerveränderung,Gas,keine Daten verfügbar
2020,Lagerveränderung,Holzenergie,keine Daten verfügbar
2020,Lagerveränderung,Kernbrennstoffe,keine Daten verfügbar
2020,Lagerveränderung,Kohle,320
2020,Lagerveränderung,Müll und Industrieabfälle,keine Daten verfügbar
2020,Lagerveränderung,Rohöl,300
2020,Lagerveränderung,Uebrige erneuerbare Energien,keine Daten verfügbar
2020,Lagerveränderung,Wasserkraft,keine Daten verfügbar
2020,Nichtenergetischer Verbrauch,Elektrizität,keine Daten verfügbar
2020,Nichtenergetischer Verbrauch,Erdölprodukte,-18610
2020,Nichtenergetischer Verbrauch,Fernwärme,keine Daten verfügbar
2020,Nichtenergetischer Verbrauch,Gas,keine Daten verfügbar
2020,Nichtenergetischer Verbrauch,Holzenergie,keine Daten verfügbar
2020,Nichtenergetischer Verbrauch,Kernbrennstoffe,keine Daten verfügbar
2020,Nichtenergetischer Verbrauch,Kohle,keine Daten verfügbar
2020,Nichtenergetischer Verbrauch,Müll und Industrieabfälle,keine Daten verfügbar
